Year,Rank,Fight,Event,Date,Result,Is UFC
2024,102,Kavanagh vs. Blencowe II,Bellator Champions Series,Jun 2024,102,False
2024,104,Ziam vs. Frevola,UFC Fight Night,Sep 2024,104,True
2024,103,Zhang vs. Yan,UFC 300,Apr 2024,103,True
2024,105,Naimov vs. Lima,UFC Fight Night,Jun 2024,105,True
2024,108,Bowers vs. Borisova,LFA 193,Sep 2024,108,False
2024,107,Choi vs. Algeo,UFC Fight Night,Jul 2024,107,True
2024,106,Ankalaev vs. Walker II,UFC Fight Night,Jan 2024,106,True
2024,109,Collard vs. Pitbull,PFL 2,Apr 2024,109,False
2024,110,Menifield vs. Ulberg,UFC Fight Night,May 2024,110,True
2024,112,Hayisaer vs. Motta,UFC Fight Night,Nov 2024,112,True
2024,111,Doumbé vs. Willis,Bellator Champions Series,May 2024,111,False
2024,113,Radtke vs. Prates,UFC Fight Night,Jun 2024,113,True
2024,114,Usmonov vs. Ramaska,The Ultimate Fighter 32,Mar 2024,114,False
2024,115,Goltsov vs. Popov,PFL 2024 Championships,Nov 2024,115,False
2024,116,Bellagouit vs. Al-Qahtani,PFL 2024 Championships,Nov 2024,116,False
2024,117,Umalatov vs. Musaev,PFL 2024 Championships,Nov 2024,117,False
2024,118,Adjoudj vs. Perez,PFL 2024 Championships,Nov 2024,118,False
2024,119,van Steenis vs. Dantas,PFL 2024 Championships,Nov 2024,119,False
2024,121,Kasanganay vs. Yagshimuradov,PFL 2024 Championships,Nov 2024,121,False
2024,120,Munhoz vs. Phillips,UFC 299,Mar 2024,120,True
2024,123,Wang vs. Fernandes,UFC Fight Night,Nov 2024,123,True
2024,122,Haqparast vs. Gordon,UFC Fight Night,Jun 2024,122,True
2024,124,Ditcheva vs. Bishop,PFL 7,Aug 2024,124,False
2024,125,Henrique vs. Siqueira,LFA 190,Aug 2024,125,False
2024,127,Francischinelli vs. Kuiks,LFA 190,Aug 2024,127,False
2024,126,Moicano vs. Saint-Denis,UFC Fight Night,Sep 2024,126,True
2024,128,Douglas vs. Reyes,LFA 190,Aug 2024,128,False
2024,129,Vera vs. Figueiredo,UFC Fight Night,Aug 2024,129,True
2024,131,Dern vs. Godinez,UFC Fight Night,Aug 2024,131,True
2024,130,Bueno Silva vs. Chiasson,UFC 303,Jun 2024,130,True
2024,133,Tuan Ho vs. Kavanagh,Contender Series 2024,Aug 2024,133,False
2024,132,Shahbazyan vs. Dobson,UFC Fight Night,Mar 2024,132,True
2024,134,de Queiroz vs. Yokubov,LFA 196,Nov 2024,134,False
2024,135,Pires vs. Rodriguez Tacha,LFA 197,Nov 2024,135,False
2024,136,Moraes vs. Kingad,ONE 169,Nov 2024,136,False
2024,137,Amil vs. Garcia,UFC Fight Night,Feb 2024,137,True
2024,138,Ruotolo vs. Mujtaba,ONE 169,Nov 2024,138,False
2024,140,Radzhabov vs. Al-Selwady,UFC Fight Night,Mar 2024,140,True
2024,139,Shahbazyan vs. Meerschaert,UFC Fight Night,Aug 2024,139,True
2024,141,Pitbull vs. Kennedy,Bellator Champions Series,Mar 2024,141,False
2024,142,Holm vs. Harrison,UFC 300,Apr 2024,142,True
2024,143,McCann vs. Belbiţă II,UFC Fight Night,Feb 2024,143,True
2024,145,Loder vs. Valentin,UFC Fight Night,Aug 2024,145,True
2024,144,Ige vs. Lopes,UFC 303,Jun 2024,144,True
2024,146,Ofli vs. Santos,UFC Fight Night,Aug 2024,146,True
2024,148,Dvalishvili vs. Cejudo,UFC 298,Feb 2024,148,True
2024,147,Bunes vs. Van,UFC Fight Night,Jan 2024,147,True
2024,149,Luque vs. Gorimbo,UFC 310,Dec 2024,149,True
2024,150,Basharat vs. Lapilus,UFC Fight Night,Jan 2024,150,True
2024,151,Tulio vs. Duclos,Contender Series 2024,Aug 2024,151,False
2024,152,Delgado vs. Juarez,Contender Series 2024,Aug 2024,152,False
2024,153,Means vs. McGee,UFC 307,Oct 2024,153,True
2024,154,Buzukja vs. Marshall,UFC Fight Night,Aug 2024,154,True
2024,155,Lopes vs. Sazhiniani,Contender Series 2024,Aug 2024,155,False
2024,156,Burnell vs. Dufort,PFL 2,Apr 2024,156,False
2024,157,Ferreira vs. Bader,PFL vs. Bellator,Feb 2024,157,False
2024,159,Torres vs. Duncan,UFC Fight Night,Feb 2024,159,True
2024,158,Wood vs. Moroz II,UFC 299,Mar 2024,158,True
2024,160,Kelleher vs. Gibson,UFC Fight Night,Jul 2024,160,True
2024,161,Gorimbo vs. Rodriguez,UFC Fight Night,Feb 2024,161,True
2024,162,Marquez vs. Reese,UFC Fight Night,Jun 2024,162,True
2024,163,Larkin vs. Chokheli,Bellator Champions Series,Sep 2024,163,False
2024,165,Hill vs. Pinheiro,UFC Fight Night,May 2024,165,True
2024,164,Hawes vs. Ferreira,UFC Fight Night,Jan 2024,164,True
2024,166,Hughes vs. King,Bellator Champions Series,Jun 2024,166,False
2024,167,Talbott vs. Ghemmouri,UFC 303,Jun 2024,167,True
2024,168,Ditcheva vs. Hackett,PFL 4,Jun 2024,168,False
2024,169,Marshall vs. Vargas,PFL Europe 2,Jun 2024,169,False
2024,170,Bumina-ang vs. Xie,ONE Friday Fights 50,Feb 2024,170,False
2024,171,Oliveira vs. Gama,LFA 179,Mar 2024,171,False
2024,172,Algeo vs. Nelson,UFC Fight Night,Mar 2024,172,True
2024,173,Feng vs. Shi,UFC Fight Night,Nov 2024,173,True
2024,174,Er-Ramy vs. Finney,Contender Series 2024,Oct 2024,174,False
2024,175,Shore vs. Zalal,UFC Fight Night,Nov 2024,175,True
2024,176,Jourdain vs. Henry,UFC Fight Night,Nov 2024,176,True
2024,177,de Abreu vs. Fujimoto,LFA 191,Aug 2024,177,False
2024,178,Katona vs. Matsumoto,UFC Fight Night,Oct 2024,178,True
2024,179,Magny vs. Prates,UFC Fight Night,Nov 2024,179,True
2024,181,Namajunas vs. Blanchfield,UFC Fight Night,Nov 2024,181,True
2024,180,Peek vs. Campbell,UFC Fight Night,Apr 2024,180,True
2024,182,Rabadanov vs. Dufort,PFL 8,Aug 2024,182,False
2024,183,Despaigne vs. Parisian,UFC 299,Mar 2024,183,True
2024,184,Kasanganay vs. Eblen,PFL vs. Bellator,Feb 2024,184,False
2024,185,Quarantillo vs. Zalal,UFC Fight Night,Mar 2024,185,True
2024,186,Marques vs. Johnson,PFL 4,Jun 2024,186,False
2024,187,NGannou vs. Ferreira,PFL Super Fights,Oct 2024,187,False
2024,188,Larkin vs. Domínguez,PFL 6,Jun 2024,188,False
2024,189,Nicholson vs. Seumanutafa,XFC,May 2024,189,False
2024,190,Pereira vs. Aranguren,UAE Warriors 48,Mar 2024,190,False
2024,191,Poles vs. Garagorri,UAE Warriors 48,Mar 2024,191,False
2024,193,Ramazanov vs. Musaev,PFL 6,Jun 2024,193,False
2024,192,Magomedov vs. Petrosyan,UFC 308,Oct 2024,192,True
2024,194,Grigoriou vs. Kazama,UFC Fight Night,Aug 2024,194,True
2024,195,Luster vs. Karabulut,PFL Europe 2,Jun 2024,195,False
2024,197,Chouchane vs. Capella,PFL Europe 1,Mar 2024,197,False
2024,196,Webb vs. Kophamel,Eternal MMA 87,Aug 2024,196,False
2024,198,Safari vs. Koren,LFA 178,Mar 2024,198,False
2024,199,McCourt vs. Collins,Bellator Champions Series,Sep 2024,199,False
2024,200,Schoenfelder vs. Voievodkin,Contender Series 2024,Sep 2024,200,False
2024,201,Attif vs. Santos,UAE Warriors 48,Mar 2024,201,False
2024,203,Menezes vs. Luna,UAE Warriors 48,Mar 2024,203,False
2024,202,Gordon vs. Flick,UFC 297,Jan 2024,202,True
2024,204,Jackson vs. Blackshear,UFC Fight Night,Jul 2024,204,True
2024,206,Scott vs. Hart,LFA 185,Jun 2024,206,False
2024,205,Borshchev vs. Llontop,UFC Fight Night,Aug 2024,205,True
2024,207,Herculano vs. Douglas,LFA 179,Mar 2024,207,False
2024,209,Lopez vs. Luster,PFL Europe 3,Sep 2024,209,False
2024,208,Ortega vs. Lopes,UFC 306,Sep 2024,208,True
2024,210,Madge vs. Ward,PFL 3,Apr 2024,210,False
2024,211,Carmouche vs. Watanabe II,PFL 4,Jun 2024,211,False
2024,212,Laurenço vs. Pereira,LFA 175,Jan 2024,212,False
2024,213,Anderson vs. Morris,LFA 177,Feb 2024,213,False
2024,214,Grant vs. Leary,PFL Europe 2,Jun 2024,214,False
2024,216,Pat vs. Queiroz,LFA 191,Aug 2024,216,False
2024,215,Moreno vs. Royval II,UFC Fight Night,Feb 2024,215,True
2024,217,Quiñonez vs. Barcelos,UFC Fight Night,Feb 2024,217,True
2024,218,Nickal vs. Brundage,UFC 300,Apr 2024,218,True
2024,219,Klein vs. Cunningham,UFC Fight Night,Mar 2024,219,True
2024,221,Brown vs. Zaleski,UFC 302,Jun 2024,221,True
2024,220,Armfield vs. Hiestand,UFC Fight Night,Jun 2024,220,True
2024,223,Diniz vs. Lane,UFC Fight Night,Apr 2024,223,True
2024,222,Durden vs. Van,UFC 310,Dec 2024,222,True
2024,224,Semelsberger vs. Parsons,UFC Fight Night,Jan 2024,224,True
2024,225,Mafileo vs. Vanderaa,Fierce FC 30,Feb 2024,225,False
2024,226,Douglas vs. Ghareeb,LFA 184,May 2024,226,False
2024,228,Steele vs. Blair,Contender Series 2024,Oct 2024,228,False
2024,227,Emerson vs. Acosta,Aries Fight Series 23,Jan 2024,227,False
2024,229,Pearce vs. Sabatini,UFC Fight Night,Oct 2024,229,True
2024,233,Haney vs. Garcia,Haney vs. Garcia,Apr 2024,233,False
2024,232,Dulatov vs. Antunes,Contender Series 2024,Oct 2024,232,False
2024,231,Ruffy vs. Llontop,UFC 309,Nov 2024,231,True
2024,230,Barez vs. Altamirano,UFC Fight Night,Sep 2024,230,True
2024,234,Zhu vs. Ando,Road to UFC,May 2024,234,True
2024,236,Jauregui vs. Souza,UFC 306,Sep 2024,236,True
2024,235,Kape vs. Silva,UFC Fight Night,Dec 2024,235,True
2024,237,Moicano vs. Dober,UFC Fight Night,Feb 2024,237,True
2024,238,Siqueira vs. Hernandez,LFA 181,Apr 2024,238,False
2024,239,Velasquez vs. Mauldin,PFL 4,Jun 2024,239,False
2024,240,Bernardo vs. Rubin,Invicta FC 55,Jun 2024,240,False
2024,242,Joshua vs. Dubois,Joshua vs. Dubois,Sep 2024,242,False
2024,241,Willis vs. Ivy,PFL 7,Aug 2024,241,False
2024,243,Dorzhiev vs. Galvan,CFFC 130,Mar 2024,243,False
2024,246,Stewart vs. Pereira,Cage Warriors 169,Mar 2024,246,False
2024,245,Lainesse vs. Patterson,UFC 297,Jan 2024,245,True
2024,244,Jourdain vs. Woodson,UFC 297,Jan 2024,244,True
2024,247,Abdul-Malik vs. Todorović,UFC Fight Night,Nov 2024,247,True
2024,248,Young vs. Bóveda Aguirre,Invicta FC 58,Nov 2024,248,False
2024,249,Leonardo vs. Torres,Invicta FC 58,Nov 2024,249,False
2024,250,Nolan vs. Tavarres,CFFC 137,Oct 2024,250,False
2024,402,Mané vs. Noso Pedro,PFL Europe 1,Mar 2024,402,False
2024,401,Pereira vs. Hernandez,UFC Fight Night,Oct 2024,401,True
2024,406,McKinney vs. Ribovics,UFC Fight Night,May 2024,406,True
2024,405,Aldo vs. Bautista,UFC 307,Oct 2024,405,True
2024,404,Xiao vs. Lee,UFC Fight Night,Jun 2024,404,True
2024,403,Ibragimov vs. Wamytan,AEF 6,May 2024,403,False
2024,410,Strickland vs. Costa,UFC 302,Jun 2024,410,True
2024,409,Landwehr vs. Choi,UFC 310,Dec 2024,409,True
2024,408,O'Malley vs. Dvalishvili,UFC 306,Sep 2024,408,True
2024,407,Lessou vs. Boukichou,Ares FC 24,Sep 2024,407,False
2024,413,Nicholson vs. Sherman,Gamebred Bareknuckle MMA,Mar 2024,413,False
2024,412,Grant vs. Taveras,UFC Fight Night,Dec 2024,412,True
2024,411,Quinlan vs. Barlow,UFC 298,Feb 2024,411,True
2024,418,Jenkins vs. Hill,Gamebred Bareknuckle MMA,Mar 2024,418,False
2024,417,Marcos vs. Yanez,UFC Fight Night,Dec 2024,417,True
2024,416,Tau vs. Smith,Contender Series 2024,Sep 2024,416,False
2024,415,Dolidze vs. Imavov,UFC Fight Night,Feb 2024,415,True
2024,414,Červinský vs. Koziorzębski,KSW 91,Feb 2024,414,False
2024,421,Boynazarov vs. Gonzales,Gamebred Bareknuckle MMA,Mar 2024,421,False
2024,420,Ashizawa vs. Tanaka,Super RIZIN 3,Jul 2024,420,False
2024,419,Duncan vs. Rodrigues,UFC 304,Jul 2024,419,True
2024,425,Weems vs. Brown,Gamebred Bareknuckle MMA,Mar 2024,425,False
2024,424,Cutelaba vs. Erslan,UFC Fight Night,Sep 2024,424,True
2024,423,Grasso vs. Shevchenko III,UFC 306,Sep 2024,423,True
2024,422,Malykhin vs. Kane,ONE 169,Nov 2024,422,False
2024,428,Schnell vs. Erceg,UFC Fight Night,Mar 2024,428,True
2024,427,Bennett vs. Penafiel,Gamebred Bareknuckle MMA,Mar 2024,427,False
2024,426,Ribas vs. Namajunas,UFC Fight Night,Mar 2024,426,True
2024,429,Zukhurov vs. Khabibulin,ACA 178,Aug 2024,429,False
2009,1,Guida vs. Sanchez,The Ultimate Fighter 9 Finale,Jun 2009,1,False
2009,2,Henderson vs. Bisping,UFC 100,Jul 2009,2,True
2009,3,Cerrone vs. Henderson I,WEC 43,Oct 2009,3,False
2009,4,Machida vs. Rua I,UFC 104,Oct 2009,4,True
2009,5,St-Pierre vs. Penn II,UFC 94,Jan 2009,5,True
2009,6,Couture vs. Nogueira,UFC 102,Aug 2009,6,True
2009,7,Penn vs. Sanchez,UFC 107,Dec 2009,7,True
2009,8,Jones vs. Bonnar,UFC 94,Jan 2009,8,True
2009,9,Condit vs. Kampmann,UFC Fight Night 18,Apr 2009,9,True
2009,10,Evans vs. Machida,UFC 98,May 2009,10,True
2009,11,Akiyama vs. Belcher,UFC 100,Jul 2009,11,True
2009,12,Griffin vs. Silva,UFC 101,Aug 2009,12,True
2009,13,Arlovski vs. Emelianenko,Affliction 2,Jan 2009,13,False
2009,14,Torres vs. Mizugaki,WEC 40,Apr 2009,14,False
2009,15,Shamrock vs. Diaz,Strikeforce,Apr 2009,15,False
2009,16,Condit vs. Ellenberger,UFC Fight Night 19,Sep 2009,16,True
2009,17,Lesnar vs. Mir II,UFC 100,Jul 2009,17,True
2009,18,dos Santos vs. Filipović,UFC 103,Sep 2009,18,True
2009,19,Emelianenko vs. Rogers,Strikeforce,Nov 2009,19,False
2009,20,Credeur vs. Quarry,UFC Fight Night 19,Sep 2009,20,True
2009,21,Carano vs. Cyborg,Strikeforce,Aug 2009,21,False
2009,22,Silva vs. Franklin,UFC 99,Jun 2009,22,True
2009,23,Ortiz vs. Griffin II,UFC 106,Nov 2009,23,True
2009,24,Faber vs. Brown II,WEC 41,Jun 2009,24,False
2009,25,Penn vs. Florian,UFC 101,Aug 2009,25,True
2009,26,Liddell vs. Rua,UFC 97,Apr 2009,26,True
2009,27,Brown vs. Aldo,WEC 44,Nov 2009,27,False
2009,28,Hardy vs. Davis,UFC 99,Jun 2009,28,True
2009,29,Machida vs. Silva,UFC 94,Jan 2009,29,True
2009,30,Barry vs. Hardonk,UFC 104,Oct 2009,30,True
2009,31,Melendez vs. Thomson II,Strikeforce,Dec 2009,31,False
2009,32,Carwin vs. Gonzaga,UFC 96,Mar 2009,32,True
2009,33,Diaz vs. Guillard,UFC Fight Night 19,Sep 2009,33,True
2009,34,Le vs. Smith I,Strikeforce,Dec 2009,34,False
2009,35,Henderson vs. Franklin,UFC 93,Jan 2009,35,True
2009,36,Lauzon vs. Stephens,UFC Fight Night 17,Feb 2009,36,True
2009,37,Jackson vs. Jardine,UFC 96,Mar 2009,37,True
2009,38,Varner vs. Cerrone I,WEC 38,Jan 2009,38,False
2009,39,Belfort vs. Franklin,UFC 103,Sep 2009,39,True
2009,41,Diaz vs. Stevenson,The Ultimate Fighter 9 Finale,Jun 2009,41,False
2009,40,Bisping vs. Kang,UFC 105,Nov 2009,40,True
2009,42,Koscheck vs. Johnson,UFC 106,Nov 2009,42,True
2009,43,Maia vs. Sonnen,UFC 95,Feb 2009,43,True
2009,44,Hughes vs. Serra,UFC 98,May 2009,44,True
2009,45,Rua vs. Coleman II,UFC 93,Jan 2009,45,True
2009,46,Stojnić vs. Struve,UFC 99,Jun 2009,46,True
2009,47,Jardine vs. Silva,UFC 102,Aug 2009,47,True
2009,48,Santiago vs. Misaki I,Sengoku no Ran 2009,Jan 2009,48,False
2009,50,Hansen vs. Aoki III,Dream 11,Oct 2009,50,False
2009,49,Kelly vs. Siver,UFC 105,Nov 2009,49,True
2009,51,Tokoro vs. Cullum,Dream 9,May 2009,51,False
2009,52,Sakurai vs. Žaromskis,Dream 10,Jul 2009,52,False
2009,53,Neer vs. Danzig,UFC Fight Night 17,Feb 2009,53,True
2009,54,Foster vs. Story,UFC 103,Sep 2009,54,True
2009,55,Sanchez vs. Stevenson,UFC 95,Feb 2009,55,True
2009,56,Radach vs. Smith,Strikeforce,Apr 2009,56,False
2009,57,Kongo vs. Mir,UFC 107,Dec 2009,57,True
2009,58,Okami vs. Sonnen,UFC 104,Oct 2009,58,True
2009,59,Lytle vs. Davis,UFC 93,Jan 2009,59,True
2009,60,Veach vs. Grice,UFC Fight Night 17,Feb 2009,60,True
2009,61,St-Pierre vs. Alves,UFC 100,Jul 2009,61,True
2009,62,Sakuraba vs. Galešić,Dream 12,Oct 2009,62,False
2009,63,Sell vs. Brown,UFC 96,Mar 2009,63,True
2009,64,Hardy vs. Markham,UFC 95,Feb 2009,64,True
2009,65,dos Santos vs. Struve,UFC 95,Feb 2009,65,True
2009,66,Kampmann vs. Daley,UFC 103,Sep 2009,66,True
2009,67,Buchholz vs. Stephens,UFC Fight Night 19,Sep 2009,67,True
2009,68,Aoki vs. Gardner,Dream 7,Mar 2009,68,False
2009,70,Johnson vs. Yoshida,UFC 104,Oct 2009,70,True
2009,69,Hardy vs. Swick,UFC 105,Nov 2009,69,True
2009,71,Hamill vs. Muñoz,UFC 96,Mar 2009,71,True
2009,73,Barry vs. Hague,UFC 98,May 2009,73,True
2009,72,Florian vs. Guida,UFC 107,Dec 2009,72,True
2009,74,Burns vs. Lytle,The Ultimate Fighter 9 Finale,Jun 2009,74,False
2009,76,Catone vs. Credeur,UFC Fight Night 18,Apr 2009,76,True
2009,75,Dollaway vs. Lawlor,UFC 100,Jul 2009,75,True
2009,77,Vera vs. Patt,UFC 96,Mar 2009,77,True
2009,78,Etim vs. Cobb,UFC 95,Feb 2009,78,True
2009,80,Osterneck vs. Rivera,UFC Fight Night 18,Apr 2009,80,True
2009,79,Gomi vs. Kitaoka,Sengoku no Ran 2009,Jan 2009,79,False
2009,82,Sadollah vs. Hendricks,UFC 101,Aug 2009,82,True
2009,81,Kanehara vs. Jung,Sengoku 8,May 2009,81,False
2009,83,Maia vs. Marquardt,UFC 102,Aug 2009,83,True
2009,84,Jones vs. O'Brien,UFC 100,Jul 2009,84,True
2009,85,Ciesnolevicz vs. Drwal,The Ultimate Fighter 9 Finale,Jun 2009,85,False
2009,86,Buchholz vs. Etim,UFC 99,Jun 2009,86,True
2009,89,Duffee vs. Hague,UFC 102,Aug 2009,89,True
2009,88,Buentello vs. Struve,UFC 107,Dec 2009,88,True
2009,87,Stout vs. Wiman,UFC 97,Apr 2009,87,True
2009,90,Drwal vs. McFedries,UFC 103,Sep 2009,90,True
2009,92,França vs. Griffin,UFC 103,Sep 2009,92,True
2009,91,Johnson vs. Fioravanti,UFC Fight Night 17,Feb 2009,91,True
2009,93,Roop vs. Sotiropoulos,UFC 101,Aug 2009,93,True
2009,94,Gonzaga vs. Tuchscherer,UFC 102,Aug 2009,94,True
2009,95,Koscheck vs. Trigg,UFC 103,Sep 2009,95,True
2009,99,Escudero vs. Miller,UFC 103,Sep 2009,99,True
2009,98,Buentello vs. Sidelnikov,Affliction 2,Jan 2009,98,False
2009,97,Lindland vs. Belfort,Affliction 2,Jan 2009,97,False
2009,96,Vera vs. Smith,Bellator 7,May 2009,96,False
2009,100,Nelson vs. Schaub,The Ultimate Fighter 10 Finale,Dec 2009,100,False
2009,101,Hallman vs. Howard,The Ultimate Fighter 10 Finale,Dec 2009,101,False
2009,102,Nogueira vs. Cané,UFC 106,Nov 2009,102,True
2009,104,Davis vs. Saunders,UFC 106,Nov 2009,104,True
2009,103,Marquardt vs. Gouveia,UFC 95,Feb 2009,103,True
2009,107,Velasquez vs. Rothwell,UFC 104,Oct 2009,107,True
2009,106,Velasquez vs. Stojnić,UFC Fight Night 17,Feb 2009,106,True
2009,105,Hirota vs. Kitaoka,Sengoku 9,Aug 2009,105,False
2009,108,Melendez vs. Damm,Strikeforce,Apr 2009,108,False
2009,109,Herman vs. Simpson,UFC 102,Aug 2009,109,True
2009,110,Johnson vs. Wilks,The Ultimate Fighter 9 Finale,Jun 2009,110,False
2009,112,Bonnar vs. Coleman,UFC 100,Jul 2009,112,True
2009,111,Gurgel vs. Heun,Strikeforce Challengers 2,Jun 2009,111,False
2009,113,Sherk vs. Edgar,UFC 98,May 2009,113,True
2009,114,Howard vs. Wilson,UFC 94,Jan 2009,114,True
2009,115,Belcher vs. Gouveia,UFC 107,Dec 2009,115,True
2009,116,Johnson vs. Garcia,UFC 107,Dec 2009,116,True
2009,119,Kelly vs. Mandaloniz,UFC 95,Feb 2009,119,True
2009,118,Miller vs. Rosholt,UFC Fight Night 17,Feb 2009,118,True
2009,117,Nickels vs. Heath,MFC 22,Oct 2009,117,False
2009,120,Osipczak vs. Lester,The Ultimate Fighter 9 Finale,Jun 2009,120,False
2009,121,Hathaway vs. Egan,UFC 93,Jan 2009,121,True
2009,122,High vs. Hieron,Affliction 2,Jan 2009,122,False
2009,123,Siver vs. Mohr,UFC 93,Jan 2009,123,True
2009,125,Couture vs. Vera,UFC 105,Nov 2009,125,True
2009,124,Lauzon vs. Green,Affliction 2,Jan 2009,124,False
2009,126,Brown vs. Wilks,UFC 105,Nov 2009,126,True
2009,127,Akano vs. Cyborg,Strikeforce,Apr 2009,127,False
2009,129,Etim vs. Gugerty,UFC 105,Nov 2009,129,True
2009,128,Griffin vs. dos Anjos,UFC Fight Night 18,Apr 2009,128,True
2009,130,Schafer vs. Mendes,UFC 93,Jan 2009,130,True
2009,131,Drwal vs. Serati,UFC 93,Jan 2009,131,True
2009,132,Rogers vs. Humphrey,Strikeforce,Apr 2009,132,False
2009,133,Ciesnolevicz vs. Grove,UFC 95,Feb 2009,133,True
2009,135,dos Anjos vs. Emerson,UFC 103,Sep 2009,135,True
2009,134,Silva vs. Leites,UFC 97,Apr 2009,134,True
2009,136,Huerta vs. Maynard,UFC Fight Night 19,Sep 2009,136,True
2009,137,Nelson vs. Wiman,UFC 107,Dec 2009,137,True
2009,138,Penn vs. Valentin,United States Fight League,Apr 2009,138,False
2009,139,Belcher vs. Kang,UFC 93,Jan 2009,139,True
2010,1,Silva vs. Sonnen,UFC 117,Aug 2010,1,True
2010,2,Henderson vs. Pettis,WEC 53,Dec 2010,2,False
2010,3,MacDonald vs. Condit,UFC 115,Jun 2010,3,True
2010,4,Lesnar vs. Carwin,UFC 116,Jul 2010,4,True
2010,5,Garcia vs. Jung I,WEC 48,Apr 2010,5,False
2010,6,Lesnar vs. Velasquez,UFC 121,Oct 2010,6,True
2010,7,Akiyama vs. Leben,UFC 116,Jul 2010,7,True
2010,8,Faber vs. Aldo,WEC 48,Apr 2010,8,False
2010,9,Emelianenko vs. Werdum,Strikeforce,Jun 2010,9,False
2010,10,Machida vs. Rua II,UFC 113,May 2010,10,True
2010,11,Diaz vs. Noons II,Strikeforce,Oct 2010,11,False
2010,12,Silva vs. Bisping,UFC 110,Feb 2010,12,True
2010,13,Lawler vs. Manhoef,Strikeforce,Jan 2010,13,False
2010,14,Liddell vs. Franklin,UFC 115,Jun 2010,14,True
2010,15,Soszynski vs. Bonnar II,UFC 116,Jul 2010,15,True
2010,16,Hardy vs. Condit,UFC 120,Oct 2010,16,True
2010,17,Santiago vs. Misaki II,Sengoku 14,Aug 2010,17,False
2010,18,Varner vs. Cerrone II,WEC 51,Sep 2010,18,False
2010,19,St-Pierre vs. Koscheck II,UFC 124,Dec 2010,19,True
2010,20,Sanchez vs. Thiago,UFC 121,Oct 2010,20,True
2010,21,Dunham vs. Sherk,UFC 119,Sep 2010,21,True
2010,22,St-Pierre vs. Hardy,UFC 111,Mar 2010,22,True
2010,23,Morecraft vs. Struve,UFC 117,Aug 2010,23,True
2010,24,Barry vs. Filipović,UFC 115,Jun 2010,24,True
2010,25,Grove vs. Muñoz,UFC 112,Apr 2010,25,True
2010,26,Nogueira vs. Velasquez,UFC 110,Feb 2010,26,True
2010,27,Hughes vs. Penn III,UFC 123,Nov 2010,27,True
2010,28,Sotiropoulos vs. Stevenson,UFC 110,Feb 2010,28,True
2010,29,dos Santos vs. Nelson,UFC 117,Aug 2010,29,True
2010,30,Marquardt vs. Sonnen,UFC 109,Feb 2010,30,True
2010,31,Davis vs. Diaz,UFC 118,Aug 2010,31,True
2010,32,Lytle vs. Serra II,UFC 119,Sep 2010,32,True
2010,33,Henderson vs. Shields,Strikeforce,Apr 2010,33,False
2010,34,Duffee vs. Russow,UFC 114,May 2010,34,True
2010,35,Garcia vs. Phan,The Ultimate Fighter 12 Finale,Dec 2010,35,False
2010,37,dos Santos vs. Gonzaga,UFC on Versus 1,Mar 2010,37,True
2010,36,Hominick vs. Jabouin,WEC 49,Jun 2010,36,False
2010,38,Couture vs. Coleman,UFC 109,Feb 2010,38,True
2010,39,Serra vs. Trigg,UFC 109,Feb 2010,39,True
2010,41,Brown vs. Lytle II,UFC 116,Jul 2010,41,True
2010,40,Penn vs. Edgar I,UFC 112,Apr 2010,40,True
2010,42,Mir vs. Carwin,UFC 111,Mar 2010,42,True
2010,43,Cruz vs. Benavidez II,WEC 50,Aug 2010,43,False
2010,44,Penn vs. Edgar II,UFC 118,Aug 2010,44,True
2010,45,Jones vs. Matyushenko,UFC on Versus 2,Aug 2010,45,True
2010,46,dos Santos vs. Yvel,UFC 108,Jan 2010,46,True
2010,47,Evans vs. Jackson,UFC 114,May 2010,47,True
2010,48,Toney vs. Couture,UFC 118,Aug 2010,48,True
2010,50,Howard vs. Roberts,UFC on Versus 1,Mar 2010,50,True
2010,49,Jorgensen vs. Pickett,WEC 50,Aug 2010,49,False
2010,51,Lytle vs. Foster,UFC 110,Feb 2010,51,True
2010,52,Diaz vs. Markham,UFC 111,Mar 2010,52,True
2010,53,Benavidez vs. Torres,WEC 47,Mar 2010,53,False
2010,55,Bader vs. Jardine,UFC 110,Feb 2010,55,True
2010,54,Davis vs. Goulet,UFC 113,May 2010,54,True
2010,56,Hughes vs. Gracie,UFC 112,Apr 2010,56,True
2010,57,Pickett vs. Menjivar,WEC 53,Dec 2010,57,False
2010,59,Slice vs. Mitrione,UFC 113,May 2010,59,True
2010,58,Diaz vs. Žaromskis,Strikeforce,Jan 2010,58,False
2010,60,Bonnar vs. Soszynski I,UFC 110,Feb 2010,60,True
2010,62,Jones vs. Vera,UFC on Versus 1,Mar 2010,62,True
2010,61,Stout vs. Lauzon,UFC 108,Jan 2010,61,True
2010,63,Struve vs. Nelson,UFC Fight Night 21,Mar 2010,63,True
2010,64,Quarry vs. Rivera,UFC Fight Night 21,Mar 2010,64,True
2010,65,Varner vs. Henderson,WEC 46,Jan 2010,65,False
2010,66,Miller vs. Oliveira,UFC 124,Dec 2010,66,True
2010,67,Cerrone vs. Henderson II,WEC 48,Apr 2010,67,False
2010,68,Garza vs. Paixão,The Ultimate Fighter 12 Finale,Dec 2010,68,False
